ANNAISS;MNAISS;CODCOM;LBCOM;SEX;Prn;NRB;;
2008;;31555;TOULOUSE;FEMME;Lyna;11;;
2008;;31555;TOULOUSE;FEMME;Loane;11;;
2008;;31555;TOULOUSE;FEMME;Sasha;11;;
2008;;31555;TOULOUSE;HOMME;Damien;11;;
2008;;31555;TOULOUSE;HOMME;Ilian;11;;
2008;;31555;TOULOUSE;HOMME;Mohamed-Amine;11;;
2008;;31555;TOULOUSE;HOMME;Matthieu;11;;
2008;;31555;TOULOUSE;HOMME;Youssef;11;;
2008;;31555;TOULOUSE;HOMME;Gael;11;;
2008;;31555;TOULOUSE;FEMME;Louisa;11;;
2008;;31555;TOULOUSE;HOMME;Milan;11;;
2008;;31555;TOULOUSE;HOMME;Morgan;11;;
2008;;31555;TOULOUSE;HOMME;Wassim;11;;
2008;;31555;TOULOUSE;HOMME;Younes;11;;
2008;;31555;TOULOUSE;HOMME;Zakaria;11;;
2008;;31555;TOULOUSE;HOMME;Yassine;11;;
2008;;31555;TOULOUSE;FEMME;Nora;11;;
2008;;31555;TOULOUSE;FEMME;Violette;11;;
2008;;31555;TOULOUSE;FEMME;Meline;11;;
2008;;31555;TOULOUSE;FEMME;Maylis;11;;
2008;;31555;TOULOUSE;FEMME;Coline;11;;
2008;;31555;TOULOUSE;FEMME;Apolline;11;;
2008;;31555;TOULOUSE;FEMME;Alyssa;11;;
2008;;31555;TOULOUSE;FEMME;Roxane;11;;
2008;;31555;TOULOUSE;FEMME;Lilia;11;;
2008;;31555;TOULOUSE;HOMME;Diego;10;;
2008;;31555;TOULOUSE;HOMME;Etienne;10;;
2008;;31555;TOULOUSE;FEMME;Iris;10;;
2008;;31555;TOULOUSE;FEMME;Lili;10;;
2008;;31555;TOULOUSE;FEMME;Albane;10;;
2008;;31555;TOULOUSE;FEMME;Amel;10;;
2008;;31555;TOULOUSE;HOMME;Amaury;10;;
2008;;31555;TOULOUSE;FEMME;Nour;10;;
2008;;31555;TOULOUSE;HOMME;Loris;10;;
2008;;31555;TOULOUSE;HOMME;Anton;10;;
2008;;31555;TOULOUSE;HOMME;Joachim;10;;
2008;;31555;TOULOUSE;HOMME;Sebastien;10;;
2008;;31555;TOULOUSE;HOMME;Jonas;10;;
2008;;31555;TOULOUSE;HOMME;Clovis;10;;
2008;;31555;TOULOUSE;HOMME;Bilal;10;;
2008;;31555;TOULOUSE;HOMME;Timothee;10;;
2008;;31555;TOULOUSE;HOMME;Matthias;10;;
2008;;31555;TOULOUSE;HOMME;Nael;10;;
2008;;31555;TOULOUSE;HOMME;Paolo;10;;
2008;;31555;TOULOUSE;HOMME;Thibaut;10;;
2008;;31555;TOULOUSE;HOMME;Luc;10;;
2008;;31555;TOULOUSE;HOMME;Felix;10;;
2008;;31555;TOULOUSE;FEMME;Charlie;9;;
2008;;31555;TOULOUSE;HOMME;Luka;9;;
2008;;31555;TOULOUSE;HOMME;Gregoire;9;;
2008;;31555;TOULOUSE;HOMME;Erwan;9;;
2008;;31555;TOULOUSE;FEMME;Aurore;9;;
2008;;31555;TOULOUSE;FEMME;Marina;9;;
2008;;31555;TOULOUSE;FEMME;Maeva;9;;
2008;;31555;TOULOUSE;FEMME;Shana;9;;
2008;;31555;TOULOUSE;FEMME;Myriam;9;;
2008;;31555;TOULOUSE;FEMME;Marilou;9;;
2008;;31555;TOULOUSE;HOMME;Cyprien;9;;
2008;;31555;TOULOUSE;HOMME;Ilyan;9;;
2008;;31555;TOULOUSE;HOMME;Dimitri;9;;
2008;;31555;TOULOUSE;HOMME;Augustin;9;;
2008;;31555;TOULOUSE;HOMME;Tony;9;;
2008;;31555;TOULOUSE;HOMME;Ewan;9;;
2008;;31555;TOULOUSE;HOMME;Matis;9;;
2008;;31555;TOULOUSE;HOMME;Elliot;9;;
2008;;31555;TOULOUSE;HOMME;Ronan;9;;
2008;;31555;TOULOUSE;HOMME;Joan;9;;
2008;;31555;TOULOUSE;HOMME;Emmanuel;9;;
2008;;31555;TOULOUSE;FEMME;Sirine;9;;
2008;;31555;TOULOUSE;HOMME;Armand;9;;
2008;;31555;TOULOUSE;FEMME;Lucille;9;;
2008;;31555;TOULOUSE;FEMME;Audrey;9;;
2008;;31555;TOULOUSE;FEMME;Lou-Ann;9;;
2008;;31555;TOULOUSE;FEMME;Fanny;9;;
2008;;31555;TOULOUSE;FEMME;Dounia;9;;
2008;;31555;TOULOUSE;FEMME;Chaima;9;;
2008;;31555;TOULOUSE;FEMME;Maia;9;;
2008;;31555;TOULOUSE;FEMME;Selma;9;;
2008;;31555;TOULOUSE;FEMME;Ludivine;9;;
2008;;31555;TOULOUSE;HOMME;Kelyan;8;;
2008;;31555;TOULOUSE;FEMME;Hannah;8;;
2008;;31555;TOULOUSE;HOMME;Rafael;8;;
2008;;31555;TOULOUSE;HOMME;Rayane;8;;
2008;;31555;TOULOUSE;HOMME;Anis;8;;
2008;;31555;TOULOUSE;HOMME;Teo;8;;
2008;;31555;TOULOUSE;HOMME;Ismael;8;;
2008;;31555;TOULOUSE;HOMME;Owen;8;;
2008;;31555;TOULOUSE;HOMME;Nils;8;;
2008;;31555;TOULOUSE;HOMME;Kyllian;8;;
2008;;31555;TOULOUSE;HOMME;Mickael;8;;
2008;;31555;TOULOUSE;HOMME;Jordan;8;;
2008;;31555;TOULOUSE;HOMME;Johan;8;;
2008;;31555;TOULOUSE;HOMME;Nael;8;;
2008;;31555;TOULOUSE;HOMME;Roman;8;;
2008;;31555;TOULOUSE;HOMME;Gregory;8;;
2008;;31555;TOULOUSE;HOMME;Gaetan;8;;
2008;;31555;TOULOUSE;HOMME;Kais;8;;
2008;;31555;TOULOUSE;HOMME;Elouan;8;;
2008;;31555;TOULOUSE;HOMME;Lino;8;;
2008;;31555;TOULOUSE;HOMME;Ylan;8;;
2008;;31555;TOULOUSE;HOMME;Walid;8;;
2008;;31555;TOULOUSE;HOMME;Thibaud;8;;
2008;;31555;TOULOUSE;FEMME;Rania;8;;
2008;;31555;TOULOUSE;FEMME;Paola;8;;
2008;;31555;TOULOUSE;FEMME;Alexia;8;;
2008;;31555;TOULOUSE;FEMME;Paloma;8;;
2008;;31555;TOULOUSE;FEMME;Sophie;8;;
2008;;31555;TOULOUSE;FEMME;Leila;8;;
2008;;31555;TOULOUSE;HOMME;Ryan;8;;
2008;;31555;TOULOUSE;FEMME;Estelle;8;;
2008;;31555;TOULOUSE;FEMME;Cassandre;8;;
2008;;31555;TOULOUSE;FEMME;Penelope;8;;
2008;;31555;TOULOUSE;FEMME;Leana;8;;
2008;;31555;TOULOUSE;FEMME;Imen;8;;
2008;;31555;TOULOUSE;FEMME;Elina;8;;
2008;;31555;TOULOUSE;FEMME;Lalie;8;;
2008;;31555;TOULOUSE;FEMME;Diane;8;;
2008;;31555;TOULOUSE;FEMME;Eve;8;;
2008;;31555;TOULOUSE;FEMME;Ella;8;;
2008;;31555;TOULOUSE;FEMME;Melissa;8;;
2008;;31555;TOULOUSE;FEMME;Anissa;8;;
2008;;31555;TOULOUSE;FEMME;Elena;8;;
2008;;31555;TOULOUSE;HOMME;Ruben;7;;
2008;;31555;TOULOUSE;HOMME;Ali;7;;
2008;;31555;TOULOUSE;HOMME;Anas;7;;
2008;;31555;TOULOUSE;HOMME;Sam;7;;
2008;;31555;TOULOUSE;HOMME;Tao;7;;
2008;;31555;TOULOUSE;HOMME;Aubin;7;;
2008;;31555;TOULOUSE;HOMME;Ahmed;7;;
2008;;31555;TOULOUSE;HOMME;Yohan;7;;
2008;;31555;TOULOUSE;HOMME;Johann;7;;
2008;;31555;TOULOUSE;HOMME;Abdelkader;7;;
2008;;31555;TOULOUSE;HOMME;Nathanael;7;;
2008;;31555;TOULOUSE;HOMME;Teddy;7;;
2008;;31555;TOULOUSE;HOMME;Ethan;7;;
2008;;31555;TOULOUSE;HOMME;Erwann;7;;
2008;;31555;TOULOUSE;HOMME;Matys;7;;
2008;;31555;TOULOUSE;HOMME;Chris;7;;
2008;;31555;TOULOUSE;HOMME;Justin;7;;
2008;;31555;TOULOUSE;HOMME;Yassin;7;;
2008;;31555;TOULOUSE;HOMME;Yoan;7;;
2008;;31555;TOULOUSE;HOMME;Come;7;;
2008;;31555;TOULOUSE;HOMME;Killian;7;;
2008;;31555;TOULOUSE;HOMME;Ilies;7;;
2008;;31555;TOULOUSE;HOMME;Aymeric;7;;
2008;;31555;TOULOUSE;HOMME;Jason;7;;
2008;;31555;TOULOUSE;HOMME;Joseph;7;;
2008;;31555;TOULOUSE;HOMME;Malo;7;;
2008;;31555;TOULOUSE;HOMME;Elie;7;;
2008;;31555;TOULOUSE;HOMME;Mael;7;;
2008;;31555;TOULOUSE;FEMME;Laurine;7;;
2008;;31555;TOULOUSE;FEMME;Shayna;7;;
2008;;31555;TOULOUSE;FEMME;Mae;7;;
2008;;31555;TOULOUSE;FEMME;Melanie;7;;
2008;;31555;TOULOUSE;FEMME;Claire;7;;
2008;;31555;TOULOUSE;FEMME;Eleonore;7;;
2008;;31555;TOULOUSE;FEMME;Hanna;7;;
2008;;31555;TOULOUSE;FEMME;Johanna;7;;
2008;;31555;TOULOUSE;FEMME;Axelle;7;;
2008;;31555;TOULOUSE;FEMME;Isaure;7;;
2008;;31555;TOULOUSE;FEMME;Anae;7;;
2008;;31555;TOULOUSE;FEMME;Elodie;7;;
2008;;31555;TOULOUSE;FEMME;Josephine;7;;
2008;;31555;TOULOUSE;FEMME;Sabrina;7;;
2008;;31555;TOULOUSE;FEMME;Rosalie;7;;
2008;;31555;TOULOUSE;FEMME;Esther;7;;
2008;;31555;TOULOUSE;FEMME;Salma;7;;
2008;;31555;TOULOUSE;FEMME;Kelly;7;;
2008;;31555;TOULOUSE;FEMME;Noa;7;;
2008;;31555;TOULOUSE;FEMME;Lylia;7;;
2008;;31555;TOULOUSE;FEMME;Flora;7;;
2008;;31555;TOULOUSE;FEMME;Clea;7;;
2008;;31555;TOULOUSE;FEMME;Rachel;7;;
2008;;31555;TOULOUSE;FEMME;Celia;7;;
2008;;31555;TOULOUSE;FEMME;Marie-Lou;7;;
2008;;31555;TOULOUSE;FEMME;Cecile;7;;
2008;;31555;TOULOUSE;FEMME;Constance;7;;
2008;;31555;TOULOUSE;FEMME;Maelie;6;;
2008;;31555;TOULOUSE;FEMME;Thalia;6;;
2008;;31555;TOULOUSE;FEMME;Angele;6;;
2008;;31555;TOULOUSE;FEMME;Maryam;6;;
2008;;31555;TOULOUSE;FEMME;Marylou;6;;
2008;;31555;TOULOUSE;FEMME;Maissane;6;;
2008;;31555;TOULOUSE;FEMME;Alycia;6;;
2008;;31555;TOULOUSE;FEMME;Ikram;6;;
2008;;31555;TOULOUSE;FEMME;Cassie;6;;
2008;;31555;TOULOUSE;FEMME;Perrine;6;;
2008;;31555;TOULOUSE;HOMME;Imanol;6;;
2008;;31555;TOULOUSE;HOMME;Arnaud;6;;
2008;;31555;TOULOUSE;FEMME;Jihane;6;;
2008;;31555;TOULOUSE;FEMME;Enola;6;;
2008;;31555;TOULOUSE;FEMME;Eugenie;6;;
2008;;31555;TOULOUSE;FEMME;Yousra;6;;
2008;;31555;TOULOUSE;FEMME;Laure;6;;
2008;;31555;TOULOUSE;FEMME;Nesrine;6;;
2008;;31555;TOULOUSE;FEMME;Ava;6;;
2008;;31555;TOULOUSE;FEMME;Fatima;6;;
2008;;31555;TOULOUSE;FEMME;Maiwenn;6;;
2008;;31555;TOULOUSE;FEMME;Garance;6;;
2008;;31555;TOULOUSE;FEMME;Elena;6;;
2008;;31555;TOULOUSE;FEMME;Syrine;6;;
2008;;31555;TOULOUSE;FEMME;Maelis;6;;
2008;;31555;TOULOUSE;FEMME;Lena;6;;
2008;;31555;TOULOUSE;FEMME;Aude;6;;
2008;;31555;TOULOUSE;FEMME;Romy;6;;
2008;;31555;TOULOUSE;FEMME;Lylou;6;;
2008;;31555;TOULOUSE;FEMME;Maria;6;;
2008;;31555;TOULOUSE;FEMME;Laly;6;;
2008;;31555;TOULOUSE;FEMME;Louanne;6;;
2008;;31555;TOULOUSE;FEMME;Tessa;6;;
2008;;31555;TOULOUSE;FEMME;Aicha;6;;
2008;;31555;TOULOUSE;HOMME;Yacine;6;;
2008;;31555;TOULOUSE;FEMME;Victoire;6;;
2008;;31555;TOULOUSE;HOMME;Mounir;6;;
2008;;31555;TOULOUSE;HOMME;Kevin;6;;
2008;;31555;TOULOUSE;HOMME;Kevin;6;;
2008;;31555;TOULOUSE;HOMME;Ulysse;6;;
2008;;31555;TOULOUSE;HOMME;Benoit;6;;
2008;;31555;TOULOUSE;HOMME;Melvin;6;;
2008;;31555;TOULOUSE;HOMME;Esteban;6;;
2008;;31555;TOULOUSE;HOMME;Yannis;6;;
2008;;31555;TOULOUSE;HOMME;Florent;6;;
2008;;31555;TOULOUSE;HOMME;Jeremie;6;;
2008;;31555;TOULOUSE;HOMME;Khalil;6;;
2008;;31555;TOULOUSE;HOMME;Olivier;6;;
2008;;31555;TOULOUSE;HOMME;Jeremy;6;;
2008;;31555;TOULOUSE;HOMME;Ewen;6;;
2008;;31555;TOULOUSE;HOMME;Tim;6;;
2008;;31555;TOULOUSE;HOMME;Joris;6;;
2008;;31555;TOULOUSE;HOMME;Anatole;6;;
2008;;31555;TOULOUSE;HOMME;Hamza;6;;
2008;;31555;TOULOUSE;HOMME;Andy;6;;
2008;;31555;TOULOUSE;HOMME;Kentin;6;;
2008;;31555;TOULOUSE;HOMME;Alois;6;;
2008;;31555;TOULOUSE;HOMME;Salim;6;;
2008;;31555;TOULOUSE;HOMME;Nathael;6;;
2008;;31555;TOULOUSE;HOMME;Joshua;6;;
2008;;31555;TOULOUSE;HOMME;Elyes;6;;
2008;;31555;TOULOUSE;HOMME;Arsene;6;;
2008;;31555;TOULOUSE;HOMME;Noham;6;;
2008;;31555;TOULOUSE;HOMME;Ryad;6;;
2008;;31555;TOULOUSE;HOMME;Isaac;6;;
2008;;31555;TOULOUSE;HOMME;Sandro;6;;
2008;;31555;TOULOUSE;HOMME;Rudy;6;;
2008;;31555;TOULOUSE;HOMME;Lukas;6;;
2008;;31555;TOULOUSE;HOMME;Angelo;6;;
2008;;31555;TOULOUSE;HOMME;Naim;6;;
2008;;31555;TOULOUSE;HOMME;Kilian;6;;
2008;;31555;TOULOUSE;FEMME;Elora;5;;
2008;;31555;TOULOUSE;FEMME;Clelia;5;;
2008;;31555;TOULOUSE;FEMME;Shanna;5;;
2008;;31555;TOULOUSE;FEMME;Marwa;5;;
2008;;31555;TOULOUSE;FEMME;Noelie;5;;
2008;;31555;TOULOUSE;FEMME;Imene;5;;
2008;;31555;TOULOUSE;FEMME;Elea;5;;
2008;;31555;TOULOUSE;FEMME;Clotilde;5;;
2008;;31555;TOULOUSE;FEMME;Cassandra;5;;
2008;;31555;TOULOUSE;FEMME;Alizee;5;;
2008;;31555;TOULOUSE;FEMME;Sidonie;5;;
2008;;31555;TOULOUSE;FEMME;Erine;5;;
2008;;31555;TOULOUSE;FEMME;Eline;5;;
2008;;31555;TOULOUSE;FEMME;Louann;5;;
2008;;31555;TOULOUSE;FEMME;Lara;5;;
2008;;31555;TOULOUSE;FEMME;Linda;5;;
2008;;31555;TOULOUSE;FEMME;Auriane;5;;
2008;;31555;TOULOUSE;FEMME;Safia;5;;
2008;;31555;TOULOUSE;FEMME;Cyrielle;5;;
2008;;31555;TOULOUSE;HOMME;Emile;5;;
2008;;31555;TOULOUSE;HOMME;Arno;5;;
2008;;31555;TOULOUSE;HOMME;Max;5;;
2008;;31555;TOULOUSE;HOMME;Ugo;5;;
2008;;31555;TOULOUSE;HOMME;Leon;5;;
2008;;31555;TOULOUSE;HOMME;Antoni;5;;
2008;;31555;TOULOUSE;HOMME;Ismail;5;;
2008;;31555;TOULOUSE;HOMME;Andrea;5;;
2008;;31555;TOULOUSE;HOMME;Pierre-Louis;5;;
2008;;31555;TOULOUSE;HOMME;Celian;5;;
2008;;31555;TOULOUSE;HOMME;Leandre;5;;
2008;;31555;TOULOUSE;HOMME;Lois;5;;
2008;;31555;TOULOUSE;HOMME;Leonard;5;;
2008;;31555;TOULOUSE;HOMME;Elian;5;;
2008;;31555;TOULOUSE;HOMME;Karim;5;;
2008;;31555;TOULOUSE;HOMME;Adem;5;;
2008;;31555;TOULOUSE;HOMME;Nolann;5;;
2008;;31555;TOULOUSE;HOMME;Soren;5;;
2008;;31555;TOULOUSE;HOMME;Mateo;5;;
2008;;31555;TOULOUSE;HOMME;Ilyas;5;;
2008;;31555;TOULOUSE;HOMME;Daniel;5;;
2008;;31555;TOULOUSE;HOMME;Francois;5;;
2008;;31555;TOULOUSE;HOMME;Thimeo;5;;
2008;;31555;TOULOUSE;HOMME;Louca;5;;
2008;;31555;TOULOUSE;HOMME;Colin;5;;
2008;;31555;TOULOUSE;FEMME;Calista;5;;
2008;;31555;TOULOUSE;FEMME;Lilly;5;;
2008;;31555;TOULOUSE;FEMME;Kheira;5;;
2008;;31555;TOULOUSE;FEMME;Lindsay;5;;
2008;;31555;TOULOUSE;FEMME;Ana;5;;
2008;;31555;TOULOUSE;FEMME;Thea;5;;
2008;;31555;TOULOUSE;FEMME;Yael;5;;
2008;;31555;TOULOUSE;FEMME;Lily-Rose;5;;
2008;;31555;TOULOUSE;FEMME;Alais;5;;
2008;;31555;TOULOUSE;FEMME;Selene;5;;
2008;;31555;TOULOUSE;FEMME;Kamelia;5;;
2008;;31555;TOULOUSE;FEMME;Jessica;5;;
2008;;31555;TOULOUSE;FEMME;Norah;5;;
2008;;31555;TOULOUSE;FEMME;Asma;5;;
2008;;31555;TOULOUSE;FEMME;Imane;5;;
2008;;31555;TOULOUSE;FEMME;Eulalie;5;;
2008;;31555;TOULOUSE;HOMME;Ismael;5;;
2008;;31555;TOULOUSE;FEMME;Safiya;5;;
2008;;31555;TOULOUSE;FEMME;Nell;5;;
2008;;31555;TOULOUSE;FEMME;Alexandra;5;;
2008;;31555;TOULOUSE;FEMME;Elya;5;;
2008;;31555;TOULOUSE;FEMME;Oriane;5;;
2008;;31555;TOULOUSE;FEMME;Alienor;5;;
2008;;31555;TOULOUSE;FEMME;Gaelle;5;;
2008;;31555;TOULOUSE;FEMME;Selena;5;;
2007;;31555;TOULOUSE;HOMME;Enzo;131;;
2007;;31555;TOULOUSE;FEMME;Emma;129;;
2007;;31555;TOULOUSE;HOMME;Lucas;129;;
2007;;31555;TOULOUSE;FEMME;Manon;106;;
2007;;31555;TOULOUSE;HOMME;Mathis;105;;
2007;;31555;TOULOUSE;HOMME;Louis;99;;
2007;;31555;TOULOUSE;HOMME;Nathan;99;;
2007;;31555;TOULOUSE;HOMME;Raphael;99;;
2007;;31555;TOULOUSE;HOMME;Yanis;96;;
2007;;31555;TOULOUSE;HOMME;Maxime;93;;
2007;;31555;TOULOUSE;HOMME;Thomas;90;;
2007;;31555;TOULOUSE;FEMME;Jade;86;;
2007;;31555;TOULOUSE;FEMME;Chloe;83;;
2007;;31555;TOULOUSE;HOMME;Clement;83;;
2007;;31555;TOULOUSE;HOMME;Alexandre;82;;
2007;;31555;TOULOUSE;HOMME;Arthur;82;;
2007;;31555;TOULOUSE;HOMME;Paul;81;;
2007;;31555;TOULOUSE;FEMME;Camille;81;;
2007;;31555;TOULOUSE;FEMME;Lola;79;;
2007;;31555;TOULOUSE;FEMME;Clara;76;;
2007;;31555;TOULOUSE;FEMME;Lea;75;;
2007;;31555;TOULOUSE;HOMME;Jules;75;;
2007;;31555;TOULOUSE;FEMME;Ines;75;;
2007;;31555;TOULOUSE;FEMME;Sarah;74;;
2007;;31555;TOULOUSE;HOMME;Gabriel;69;;
2007;;31555;TOULOUSE;HOMME;Antoine;66;;
2007;;31555;TOULOUSE;FEMME;Eva;65;;
2007;;31555;TOULOUSE;HOMME;Leo;64;;
2007;;31555;TOULOUSE;HOMME;Axel;62;;
2007;;31555;TOULOUSE;FEMME;Anais;61;;
2007;;31555;TOULOUSE;HOMME;Hugo;61;;
2007;;31555;TOULOUSE;HOMME;Tom;61;;
2007;;31555;TOULOUSE;HOMME;Baptiste;61;;
2007;;31555;TOULOUSE;FEMME;Louise;61;;
2007;;31555;TOULOUSE;HOMME;Theo;60;;
2007;;31555;TOULOUSE;FEMME;Carla;59;;
2007;;31555;TOULOUSE;FEMME;Lucie;59;;
2007;;31555;TOULOUSE;FEMME;Lisa;54;;
2007;;31555;TOULOUSE;FEMME;Lena;54;;
2007;;31555;TOULOUSE;HOMME;Noah;53;;
2007;;31555;TOULOUSE;FEMME;Marie;52;;
2007;;31555;TOULOUSE;HOMME;Romain;52;;
2007;;31555;TOULOUSE;FEMME;Romane;52;;
2007;;31555;TOULOUSE;HOMME;Rayan;51;;
2007;;31555;TOULOUSE;HOMME;Valentin;51;;
2007;;31555;TOULOUSE;FEMME;Charlotte;50;;
2007;;31555;TOULOUSE;FEMME;Mathilde;50;;
2007;;31555;TOULOUSE;HOMME;Adam;50;;
2007;;31555;TOULOUSE;HOMME;Sacha;48;;
2007;;31555;TOULOUSE;FEMME;Noemie;47;;
2007;;31555;TOULOUSE;FEMME;Lou;46;;
2007;;31555;TOULOUSE;FEMME;Juliette;46;;
2007;;31555;TOULOUSE;FEMME;Pauline;45;;
2007;;31555;TOULOUSE;FEMME;Laura;43;;
2007;;31555;TOULOUSE;HOMME;Quentin;43;;
2007;;31555;TOULOUSE;FEMME;Julie;42;;
2007;;31555;TOULOUSE;FEMME;Maelys;41;;
2007;;31555;TOULOUSE;HOMME;Julien;40;;
2007;;31555;TOULOUSE;FEMME;Justine;40;;
2007;;31555;TOULOUSE;FEMME;Ambre;40;;
2007;;31555;TOULOUSE;HOMME;Alexis;40;;
2007;;31555;TOULOUSE;FEMME;Lilou;39;;
2007;;31555;TOULOUSE;FEMME;Lina;39;;
2007;;31555;TOULOUSE;FEMME;Zoe;39;;
2007;;31555;TOULOUSE;FEMME;Anna;38;;
2007;;31555;TOULOUSE;HOMME;Mohamed;38;;
2007;;31555;TOULOUSE;HOMME;Adrien;38;;
2007;;31555;TOULOUSE;HOMME;Dorian;37;;
2007;;31555;TOULOUSE;HOMME;Victor;36;;
2007;;31555;TOULOUSE;HOMME;Florian;36;;
2007;;31555;TOULOUSE;HOMME;Noa;36;;
2007;;31555;TOULOUSE;FEMME;Jeanne;36;;
2007;;31555;TOULOUSE;HOMME;Ethan;35;;
2007;;31555;TOULOUSE;HOMME;Pierre;35;;
2007;;31555;TOULOUSE;FEMME;Elsa;35;;
2007;;31555;TOULOUSE;HOMME;Matheo;35;;
2007;;31555;TOULOUSE;FEMME;Elise;34;;
2007;;31555;TOULOUSE;HOMME;Nicolas;34;;
2007;;31555;TOULOUSE;HOMME;Maxence;34;;
2007;;31555;TOULOUSE;FEMME;Clemence;34;;
2007;;31555;TOULOUSE;HOMME;Benjamin;33;;
2007;;31555;TOULOUSE;HOMME;Gabin;33;;
2007;;31555;TOULOUSE;FEMME;Elisa;33;;
2007;;31555;TOULOUSE;HOMME;Evan;33;;
2007;;31555;TOULOUSE;FEMME;Morgane;33;;
2007;;31555;TOULOUSE;HOMME;Simon;33;;
2007;;31555;TOULOUSE;HOMME;Samuel;32;;
2007;;31555;TOULOUSE;FEMME;Nina;31;;
2007;;31555;TOULOUSE;FEMME;Oceane;31;;
2007;;31555;TOULOUSE;FEMME;Margaux;30;;
2007;;31555;TOULOUSE;HOMME;Mael;30;;
2007;;31555;TOULOUSE;FEMME;Emilie;29;;
2007;;31555;TOULOUSE;FEMME;Maelle;29;;
2007;;31555;TOULOUSE;HOMME;Mathias;29;;
2007;;31555;TOULOUSE;HOMME;Thibault;29;;
2007;;31555;TOULOUSE;HOMME;Diego;28;;
2007;;31555;TOULOUSE;HOMME;Gaspard;28;;
2007;;31555;TOULOUSE;FEMME;Lise;27;;
2007;;31555;TOULOUSE;FEMME;Alice;27;;
2007;;31555;TOULOUSE;HOMME;Tristan;27;;
2007;;31555;TOULOUSE;FEMME;Celia;27;;
2007;;31555;TOULOUSE;HOMME;Mathys;27;;
2007;;31555;TOULOUSE;HOMME;Timeo;27;;
2007;;31555;TOULOUSE;HOMME;Esteban;26;;
2007;;31555;TOULOUSE;FEMME;Agathe;26;;
2007;;31555;TOULOUSE;FEMME;Eloise;26;;
2007;;31555;TOULOUSE;FEMME;Yasmine;26;;
2007;;31555;TOULOUSE;HOMME;Lilian;25;;
2007;;31555;TOULOUSE;HOMME;Lorenzo;25;;
2007;;31555;TOULOUSE;FEMME;Amandine;25;;
2007;;31555;TOULOUSE;HOMME;Pablo;25;;
2007;;31555;TOULOUSE;HOMME;Martin;25;;
2007;;31555;TOULOUSE;HOMME;Mathieu;24;;
2007;;31555;TOULOUSE;HOMME;Bastien;24;;
2007;;31555;TOULOUSE;HOMME;Titouan;24;;
2007;;31555;TOULOUSE;FEMME;Ines;24;;
2007;;31555;TOULOUSE;FEMME;Luna;24;;
2007;;31555;TOULOUSE;FEMME;Salome;24;;
2007;;31555;TOULOUSE;HOMME;Matteo;23;;
2007;;31555;TOULOUSE;FEMME;Margot;23;;
2007;;31555;TOULOUSE;HOMME;Kylian;23;;
2007;;31555;TOULOUSE;HOMME;Amine;23;;
2007;;31555;TOULOUSE;FEMME;Fanny;23;;
2007;;31555;TOULOUSE;HOMME;Antonin;22;;
2007;;31555;TOULOUSE;HOMME;Corentin;22;;
2007;;31555;TOULOUSE;HOMME;Remi;22;;
2007;;31555;TOULOUSE;HOMME;Jean;22;;
2007;;31555;TOULOUSE;FEMME;Julia;21;;
2007;;31555;TOULOUSE;HOMME;Eliott;21;;
2007;;31555;TOULOUSE;HOMME;Rayane;21;;
2007;;31555;TOULOUSE;HOMME;Mateo;21;;
2007;;31555;TOULOUSE;HOMME;Matthieu;20;;
2007;;31555;TOULOUSE;HOMME;Aaron;20;;
2007;;31555;TOULOUSE;FEMME;Sara;20;;
2007;;31555;TOULOUSE;FEMME;Valentine;20;;
2007;;31555;TOULOUSE;FEMME;Alicia;20;;
2007;;31555;TOULOUSE;HOMME;Robin;20;;
2007;;31555;TOULOUSE;HOMME;Sofiane;20;;
2007;;31555;TOULOUSE;HOMME;Johan;19;;
2007;;31555;TOULOUSE;FEMME;Lana;19;;
2007;;31555;TOULOUSE;HOMME;Marius;19;;
2007;;31555;TOULOUSE;HOMME;Guillaume;19;;
2007;;31555;TOULOUSE;HOMME;Mehdi;19;;
2007;;31555;TOULOUSE;HOMME;Ilan;19;;
2007;;31555;TOULOUSE;HOMME;David;19;;
2007;;31555;TOULOUSE;FEMME;Estelle;19;;
2007;;31555;TOULOUSE;FEMME;Louna;19;;
2007;;31555;TOULOUSE;FEMME;Maya;19;;
2007;;31555;TOULOUSE;FEMME;Kenza;19;;
2007;;31555;TOULOUSE;FEMME;Capucine;19;;
2007;;31555;TOULOUSE;HOMME;Noe;18;;
2007;;31555;TOULOUSE;HOMME;Lukas;18;;
2007;;31555;TOULOUSE;FEMME;Lily;18;;
2007;;31555;TOULOUSE;FEMME;Adele;18;;
2007;;31555;TOULOUSE;HOMME;Ilian;18;;
2007;;31555;TOULOUSE;FEMME;Lucile;18;;
2007;;31555;TOULOUSE;HOMME;Damien;18;;
2007;;31555;TOULOUSE;FEMME;Selma;17;;
2007;;31555;TOULOUSE;FEMME;Amelie;17;;
2007;;31555;TOULOUSE;FEMME;Chiara;17;;
2007;;31555;TOULOUSE;HOMME;Vincent;17;;
2007;;31555;TOULOUSE;HOMME;Jeremy;17;;
2007;;31555;TOULOUSE;HOMME;Gael;17;;
2007;;31555;TOULOUSE;HOMME;Loan;17;;
2007;;31555;TOULOUSE;HOMME;Noam;17;;
2007;;31555;TOULOUSE;HOMME;Aurelien;17;;
2007;;31555;TOULOUSE;HOMME;Yann;16;;
2007;;31555;TOULOUSE;FEMME;Elena;16;;
